Time,therm_sens,therm_pref,location,Name.ID
5/16/2017 12:42,-0.3,No Change,Indoor,ID_14
5/16/2017 13:39,2.8,No Change,Indoor,ID_14
5/16/2017 13:39,0.2,No Change,Indoor,ID_14
5/16/2017 14:22,-0.2,No Change,Outdoor,ID_14
5/16/2017 15:04,0.2,No Change,Indoor,ID_14
5/16/2017 15:54,-1.1,Warmer,Outdoor,ID_14
5/16/2017 16:13,-0.2,No Change,Indoor,ID_14
5/16/2017 16:49,-1,Warmer,Outdoor,ID_14
5/16/2017 17:18,-0.2,No Change,Indoor,ID_14
5/16/2017 18:18,0.2,No Change,Indoor,ID_14
5/16/2017 19:40,-0.3,No Change,Indoor,ID_14
5/16/2017 20:22,0.4,No Change,Indoor,ID_14
5/16/2017 20:46,0.3,No Change,Indoor,ID_14
5/16/2017 21:52,0.3,No Change,Indoor,ID_14
5/16/2017 22:37,0.3,No Change,Indoor,ID_14
5/17/2017 8:18,-0.4,No Change,Indoor,ID_14
5/17/2017 8:52,0.3,No Change,Outdoor,ID_14
5/17/2017 9:29,0.3,No Change,Indoor,ID_14
5/17/2017 9:47,0.7,No Change,Outdoor,ID_14
5/17/2017 10:05,0.8,No Change,Outdoor,ID_14
5/17/2017 10:29,0.3,No Change,Outdoor,ID_14
5/17/2017 10:58,0.2,No Change,Indoor,ID_14
5/17/2017 11:49,-0.3,No Change,Outdoor,ID_14
5/17/2017 12:06,0.3,No Change,Indoor,ID_14
5/17/2017 13:04,0.3,No Change,Indoor,ID_14
5/17/2017 13:26,-1.3,Warmer,Indoor,ID_14
5/17/2017 13:52,2.4,Warmer,Indoor,ID_14
5/17/2017 14:16,0.1,No Change,Indoor,ID_14
5/17/2017 14:51,3,No Change,Outdoor,ID_14
5/17/2017 14:56,0.3,No Change,Outdoor,ID_14
5/17/2017 15:44,0.4,No Change,Indoor,ID_14
5/17/2017 16:46,0.4,No Change,Outdoor,ID_14
5/17/2017 17:02,0.4,No Change,Indoor,ID_14
5/17/2017 17:37,1.6,Cooler,Outdoor,ID_14
5/17/2017 17:58,1.7,Cooler,Indoor,ID_14
5/17/2017 18:51,-0.2,No Change,Indoor,ID_14
5/17/2017 21:17,-0.3,No Change,Indoor,ID_14
5/17/2017 22:19,-0.9,Warmer,Indoor,ID_14
5/17/2017 22:44,-0.2,No Change,Indoor,ID_14
5/18/2017 8:15,-0.2,No Change,Indoor,ID_14
5/18/2017 8:41,0.8,No Change,Outdoor,ID_14
5/18/2017 9:26,0.3,No Change,Indoor,ID_14
5/18/2017 9:52,0.2,No Change,Indoor,ID_14
5/18/2017 10:33,0.3,No Change,Indoor,ID_14
5/18/2017 11:17,0.5,No Change,Indoor,ID_14
5/18/2017 13:27,1.3,No Change,Indoor,ID_14
5/18/2017 13:50,0.3,No Change,Indoor,ID_14
5/18/2017 14:26,0.6,No Change,Indoor,ID_14
5/18/2017 14:52,-1,Warmer,Indoor,ID_14
5/18/2017 15:16,-1,Warmer,Indoor,ID_14
5/18/2017 16:30,1.7,Cooler,Outdoor,ID_14
5/18/2017 16:44,-0.4,No Change,Indoor,ID_14
5/18/2017 17:08,-0.2,No Change,Indoor,ID_14
5/18/2017 18:08,1.5,Cooler,Outdoor,ID_14
5/18/2017 18:11,1.6,Cooler,Outdoor,ID_14
5/18/2017 19:16,0.4,No Change,Indoor,ID_14
5/18/2017 20:06,0.3,No Change,Indoor,ID_14
5/18/2017 20:19,-0.4,No Change,Indoor,ID_14
5/18/2017 20:58,-0.2,No Change,Indoor,ID_14
5/18/2017 21:17,-0.4,No Change,Indoor,ID_14
5/18/2017 22:20,0.4,No Change,Indoor,ID_14
5/19/2017 8:13,-0.4,No Change,Indoor,ID_14
5/19/2017 8:40,-0.2,No Change,Indoor,ID_14
5/19/2017 9:47,0.6,No Change,Indoor,ID_14
5/19/2017 10:37,2,Cooler,Outdoor,ID_14
5/19/2017 11:14,0.2,No Change,Indoor,ID_14
5/19/2017 11:46,0.8,No Change,Outdoor,ID_14
5/19/2017 12:03,0.4,No Change,Indoor,ID_14
5/19/2017 12:30,-0.3,No Change,Indoor,ID_14
5/19/2017 13:59,0.4,No Change,Outdoor,ID_14
5/19/2017 14:00,0.4,No Change,Outdoor,ID_14
5/19/2017 15:14,0.5,No Change,Outdoor,ID_14
5/19/2017 15:36,0.6,No Change,Indoor,ID_14
5/19/2017 16:03,-0.4,No Change,Indoor,ID_14
5/19/2017 16:26,-0.4,No Change,Indoor,ID_14
5/19/2017 16:54,-0.4,No Change,Indoor,ID_14
5/19/2017 17:45,0.6,No Change,Indoor,ID_14
5/19/2017 18:13,2,Cooler,Indoor,ID_14
5/19/2017 19:33,1,No Change,Outdoor,ID_14
5/19/2017 20:21,0.1,No Change,Outdoor,ID_14
5/19/2017 21:06,-0.2,No Change,Indoor,ID_14
5/19/2017 21:37,0.3,No Change,Indoor,ID_14
5/19/2017 22:05,0.3,No Change,Indoor,ID_14
5/19/2017 22:55,-0.3,No Change,Indoor,ID_14
5/19/2017 23:18,-0.5,No Change,Indoor,ID_14
5/19/2017 23:36,-1.1,Warmer,Indoor,ID_14
5/19/2017 23:57,-1,Warmer,Indoor,ID_14
5/21/2017 10:20,-0.4,No Change,Indoor,ID_14
5/21/2017 10:42,-0.5,No Change,Indoor,ID_14
5/21/2017 11:12,-0.3,No Change,Indoor,ID_14
5/21/2017 11:42,-0.2,No Change,Indoor,ID_14
5/21/2017 12:20,-0.5,No Change,Indoor,ID_14
5/21/2017 13:06,-0.2,No Change,Indoor,ID_14
5/21/2017 13:58,-0.2,No Change,Indoor,ID_14
5/21/2017 14:23,2.1,Cooler,Outdoor,ID_14
5/21/2017 14:48,0.8,No Change,Outdoor,ID_14
5/21/2017 16:15,1.2,No Change,Outdoor,ID_14
5/21/2017 17:01,0.7,No Change,Outdoor,ID_14
5/21/2017 17:30,1,No Change,Outdoor,ID_14
5/21/2017 17:54,0.3,No Change,Outdoor,ID_14
5/21/2017 18:48,0.3,No Change,Indoor,ID_14
5/21/2017 19:38,0.4,No Change,Indoor,ID_14
5/21/2017 20:05,0.4,No Change,Indoor,ID_14
5/21/2017 20:44,0.4,No Change,Indoor,ID_14
5/21/2017 21:18,0.4,No Change,Indoor,ID_14
5/21/2017 21:46,-0.7,No Change,Indoor,ID_14
5/21/2017 22:29,0.2,No Change,Indoor,ID_14
5/22/2017 8:19,-0.4,No Change,Indoor,ID_14
5/22/2017 8:45,-0.3,No Change,Outdoor,ID_14
5/22/2017 9:21,0.9,No Change,Indoor,ID_14
5/22/2017 10:09,0.3,No Change,Indoor,ID_14
5/22/2017 10:29,1,No Change,Outdoor,ID_14
5/22/2017 11:02,0.3,No Change,Indoor,ID_14
5/22/2017 11:55,0.5,No Change,Indoor,ID_14
5/22/2017 12:59,0.3,No Change,Outdoor,ID_14
5/22/2017 14:24,0.3,No Change,Outdoor,ID_14
5/22/2017 15:35,0.7,No Change,Outdoor,ID_14
5/22/2017 16:16,0.2,No Change,Indoor,ID_14
5/22/2017 16:53,-0.2,No Change,Indoor,ID_14
5/22/2017 17:04,0.9,No Change,Outdoor,ID_14
5/22/2017 17:37,-0.4,No Change,Indoor,ID_14
5/22/2017 19:45,-1.3,Warmer,Indoor,ID_14
5/22/2017 20:22,-0.5,No Change,Indoor,ID_14
5/22/2017 21:06,-0.2,No Change,Indoor,ID_14
5/22/2017 21:44,-1.2,Warmer,Indoor,ID_14
5/22/2017 22:19,-0.6,No Change,Indoor,ID_14
5/22/2017 22:43,-0.3,No Change,Indoor,ID_14
5/23/2017 8:19,0.3,No Change,Indoor,ID_14
5/23/2017 9:10,1,No Change,Indoor,ID_14
5/23/2017 10:03,0.4,No Change,Indoor,ID_14
5/23/2017 10:23,-0.3,No Change,Outdoor,ID_14
5/23/2017 11:04,-0.4,No Change,Indoor,ID_14
5/23/2017 11:13,-1.9,Warmer,Indoor,ID_14
5/23/2017 11:53,-1.6,Warmer,Indoor,ID_14
5/23/2017 12:42,-1.5,Warmer,Indoor,ID_14
5/23/2017 13:28,-0.4,No Change,Indoor,ID_14
5/23/2017 14:13,-0.4,No Change,Outdoor,ID_14
5/23/2017 15:08,0.3,No Change,Outdoor,ID_14
5/23/2017 15:37,0.3,No Change,Indoor,ID_14
5/23/2017 16:10,-0.4,No Change,Indoor,ID_14
5/23/2017 16:27,-1.6,Warmer,Indoor,ID_14
5/23/2017 18:20,0.4,No Change,Indoor,ID_14
5/23/2017 19:13,-0.3,No Change,Indoor,ID_14
5/23/2017 20:04,-0.4,No Change,Indoor,ID_14
5/23/2017 20:41,-1,Warmer,Indoor,ID_14
5/23/2017 21:15,-0.3,No Change,Indoor,ID_14
5/23/2017 21:36,-0.3,No Change,Indoor,ID_14
5/23/2017 22:06,-1.2,Warmer,Indoor,ID_14
5/23/2017 22:41,-1.7,Warmer,Indoor,ID_14
5/24/2017 8:25,-0.3,No Change,Indoor,ID_14
5/24/2017 8:56,0.4,No Change,Outdoor,ID_14
5/24/2017 9:22,-0.4,No Change,Indoor,ID_14
5/24/2017 9:49,-0.1,No Change,Indoor,ID_14
5/24/2017 10:28,-1,Warmer,Indoor,ID_14
5/24/2017 11:30,-0.4,No Change,Indoor,ID_14
5/24/2017 11:50,-1.4,Warmer,Indoor,ID_14
5/24/2017 12:26,-0.3,No Change,Indoor,ID_14
5/24/2017 13:04,0.2,No Change,Indoor,ID_14
5/24/2017 13:47,-0.2,No Change,Indoor,ID_14
5/24/2017 14:18,0.3,No Change,Indoor,ID_14
5/24/2017 14:53,-0.4,No Change,Indoor,ID_14
5/24/2017 15:30,-0.3,No Change,Indoor,ID_14
5/24/2017 16:13,-0.4,No Change,Indoor,ID_14
5/24/2017 17:22,0.5,No Change,Outdoor,ID_14
5/24/2017 18:27,0.3,No Change,Indoor,ID_14
5/24/2017 18:58,-0.1,No Change,Indoor,ID_14
5/24/2017 20:04,-0.3,No Change,Indoor,ID_14
5/24/2017 20:49,0.3,No Change,Indoor,ID_14
5/24/2017 22:05,-0.4,No Change,Indoor,ID_14
5/24/2017 22:37,0.7,No Change,Indoor,ID_14
5/25/2017 8:30,-0.4,No Change,Indoor,ID_14
5/25/2017 8:58,0.4,No Change,Outdoor,ID_14
5/25/2017 9:49,0.3,No Change,Indoor,ID_14
5/25/2017 10:28,0.3,No Change,Indoor,ID_14
5/25/2017 10:56,0.4,No Change,Indoor,ID_14
5/25/2017 11:34,0.3,No Change,Indoor,ID_14
5/25/2017 12:53,-1.3,Warmer,Outdoor,ID_14
5/25/2017 13:11,0.4,No Change,Indoor,ID_14
5/25/2017 13:55,0.4,No Change,Indoor,ID_14
5/25/2017 15:27,0.4,No Change,Indoor,ID_14
5/25/2017 16:07,0.4,No Change,Indoor,ID_14
5/25/2017 17:37,0.5,No Change,Indoor,ID_14
5/25/2017 18:44,-0.5,No Change,Outdoor,ID_14
5/25/2017 19:44,-0.4,No Change,Indoor,ID_14
5/25/2017 20:31,1,No Change,Indoor,ID_14
5/25/2017 21:01,0.5,No Change,Indoor,ID_14
5/25/2017 21:28,0.5,No Change,Indoor,ID_14
5/25/2017 22:01,-0.4,No Change,Indoor,ID_14
5/25/2017 22:46,-0.3,No Change,Indoor,ID_14
5/26/2017 8:20,0.4,No Change,Indoor,ID_14
5/26/2017 9:28,0.5,No Change,Indoor,ID_14
5/26/2017 10:18,0.4,No Change,Indoor,ID_14
5/26/2017 11:06,0.5,No Change,Indoor,ID_14
5/26/2017 11:49,0.5,No Change,Indoor,ID_14
5/26/2017 12:39,-0.3,No Change,Outdoor,ID_14
5/26/2017 12:59,0.4,No Change,Indoor,ID_14
5/26/2017 13:35,0.5,No Change,Indoor,ID_14
5/26/2017 14:21,0.6,No Change,Indoor,ID_14
5/26/2017 15:22,-0.2,No Change,Indoor,ID_14
5/26/2017 16:12,-0.4,No Change,Outdoor,ID_14
5/26/2017 17:19,-0.4,No Change,Indoor,ID_14
5/26/2017 17:37,-1.5,Warmer,Indoor,ID_14
5/26/2017 18:18,-0.4,No Change,Indoor,ID_14
5/26/2017 18:43,-1.3,Warmer,Indoor,ID_14
5/26/2017 19:19,-0.4,No Change,Indoor,ID_14
5/26/2017 20:01,-0.4,No Change,Indoor,ID_14
5/26/2017 21:01,-1.2,Warmer,Indoor,ID_14
5/26/2017 21:18,-0.5,No Change,Indoor,ID_14
5/26/2017 22:19,-0.2,No Change,Indoor,ID_14
5/26/2017 23:07,-0.4,No Change,Indoor,ID_14
5/27/2017 9:07,0.4,No Change,Indoor,ID_14
5/27/2017 10:05,-0.5,No Change,Indoor,ID_14
5/27/2017 10:26,-0.5,No Change,Indoor,ID_14
5/27/2017 11:18,-1.2,Warmer,Indoor,ID_14
5/27/2017 13:02,0.6,No Change,Indoor,ID_14
5/27/2017 13:26,-1.9,Warmer,Indoor,ID_14
5/27/2017 14:09,-1.1,Warmer,Indoor,ID_14
5/27/2017 14:34,-1.3,Warmer,Indoor,ID_14
5/27/2017 14:57,0.5,No Change,Outdoor,ID_14
5/27/2017 16:36,0.8,No Change,Indoor,ID_14
5/27/2017 17:54,0.6,No Change,Outdoor,ID_14
5/27/2017 18:25,0.4,No Change,Outdoor,ID_14
5/27/2017 19:31,0.4,No Change,Indoor,ID_14
5/27/2017 20:06,-0.3,No Change,Indoor,ID_14
5/27/2017 20:19,0.3,No Change,Indoor,ID_14
5/27/2017 21:19,-0.3,No Change,Indoor,ID_14
5/27/2017 22:05,-0.5,No Change,Indoor,ID_14
5/27/2017 22:47,-2,Warmer,Indoor,ID_14
5/31/2017 8:16,-0.3,No Change,Indoor,ID_14
5/31/2017 9:01,1,No Change,Indoor,ID_14
5/31/2017 9:21,0.4,No Change,Indoor,ID_14
5/31/2017 10:06,0.4,No Change,Indoor,ID_14
5/31/2017 11:16,0.3,No Change,Indoor,ID_14
5/31/2017 12:03,0.5,No Change,Indoor,ID_14
5/31/2017 12:29,-0.5,No Change,Outdoor,ID_14
5/31/2017 13:00,0.4,No Change,Indoor,ID_14
5/31/2017 13:56,0.4,No Change,Indoor,ID_14
5/31/2017 14:45,0.5,No Change,Indoor,ID_14
5/31/2017 17:05,0.5,No Change,Indoor,ID_14
5/31/2017 17:19,-0.4,No Change,Indoor,ID_14
5/31/2017 18:06,0.5,No Change,Indoor,ID_14
5/31/2017 18:55,0.5,No Change,Indoor,ID_14
5/31/2017 19:15,0.4,No Change,Indoor,ID_14
5/31/2017 19:26,0.4,No Change,Indoor,ID_14
5/31/2017 23:20,0.6,No Change,Indoor,ID_14
6/1/2017 8:20,0.5,No Change,Indoor,ID_14
6/1/2017 8:56,0.5,No Change,Indoor,ID_14
6/1/2017 9:19,1.5,Cooler,Indoor,ID_14
6/1/2017 10:32,-0.5,No Change,Indoor,ID_14
6/1/2017 11:06,-0.5,No Change,Indoor,ID_14
6/1/2017 11:46,-1.3,Warmer,Indoor,ID_14
6/1/2017 12:29,0.4,No Change,Indoor,ID_14
6/1/2017 13:28,-0.5,No Change,Indoor,ID_14
6/1/2017 14:09,-0.2,No Change,Indoor,ID_14
6/1/2017 14:33,-1.2,Warmer,Indoor,ID_14
6/1/2017 15:14,-0.4,No Change,Indoor,ID_14
6/1/2017 16:11,-0.2,No Change,Indoor,ID_14
6/1/2017 17:11,-0.5,No Change,Indoor,ID_14
6/1/2017 17:58,0.4,No Change,Indoor,ID_14
6/1/2017 18:54,0.4,No Change,Indoor,ID_14
6/1/2017 19:34,-0.5,No Change,Indoor,ID_14
6/1/2017 20:18,0.4,No Change,Indoor,ID_14
6/1/2017 22:43,-0.4,No Change,Indoor,ID_14
